Bins,Contribution,accum
-1.27,768,97.59839287
-1.26,779,97.56443571
-1.25,823,97.52999218
-1.24,838,97.49360319
-1.23,928,97.45655097
-1.22,810,97.4155194
-1.21,703,97.3797052
-1.20,832,97.34862202
-1.19,1893,97.31183509
-1.18,885,97.22813599
-1.17,855,97.18900566
-1.16,1084,97.15120179
-1.15,1069,97.10327267
-1.14,1079,97.05600677
-1.13,1088,97.00829872
-1.12,1325,96.96019274
-1.11,963,96.90160779
-1.10,1097,96.85902869
-1.09,1247,96.81052478
-1.08,1591,96.7553886
-1.07,1238,96.68504244
-1.06,1305,96.6303042
-1.05,1576,96.57260355
-1.04,1168,96.50292063
-1.03,1429,96.45127744
-1.02,1231,96.38809412
-1.01,1231,96.33366539
-1.00,1291,96.27923665
-0.99,1571,96.22215502
-0.98,2612,96.15269316
-0.97,1433,96.03720343
-0.96,1483,95.97384326
-0.95,1402,95.90827233
-0.94,1471,95.84628282
-0.93,1392,95.78124247
-0.92,1476,95.71969511
-0.91,1340,95.65443369
-0.90,3226,95.59518551
-0.89,1476,95.45254774
-0.88,1603,95.38728631
-0.87,1425,95.31640958
-0.86,1853,95.25340312
-0.85,1674,95.17147262
-0.84,1731,95.09745662
-0.83,1619,95.02092035
-0.82,2071,94.94933618
-0.81,2105,94.85776679
-0.80,2026,94.7646941
-0.79,1969,94.6751144
-0.78,2244,94.58805495
-0.77,2043,94.48883636
-0.76,1990,94.398505
-0.75,2026,94.31051704
-0.74,7063,94.22093733
-0.73,3727,93.90864639
-0.72,2751,93.74385687
-0.71,2593,93.62222125
-0.70,2685,93.50757161
-0.69,5070,93.38885418
-0.68,2900,93.16468384
-0.67,4658,93.03646018
-0.66,3660,92.83050644
-0.65,5221,92.66867934
-0.64,3542,92.43783252
-0.63,4218,92.28122279
-0.62,4766,92.09472368
-0.61,5577,91.88399472
-0.60,5847,91.63740735
-0.59,27378,91.37888192
-0.58,6222,90.16836209
-0.57,8067,89.89325601
-0.56,8218,89.53657315
-0.55,7826,89.17321381
-0.54,13668,88.82718678
-0.53,10092,88.22285538
-0.52,9376,87.77663703
-0.51,8609,87.36207666
-0.50,8188,86.98142923
-0.49,12958,86.61939635
-0.48,26555,86.04645764
-0.47,8812,84.87232681
-0.46,10661,84.48270373
-0.45,10455,84.01132701
-0.44,10294,83.5490586
-0.43,9102,83.0939088
-0.42,9000,82.69146335
-0.41,9176,82.29352784
-0.40,9971,81.88781048
-0.39,13417,81.44694215
-0.38,9573,80.85370874
-0.37,10680,80.430438
-0.36,10724,79.95822119
-0.35,12068,79.48405892
-0.34,11997,78.95047162
-0.33,11538,78.42002358
-0.32,12867,77.90987026
-0.31,12597,77.34095512
-0.30,13635,76.78397806
-0.29,16412,76.18110576
-0.28,14273,75.45544825
-0.27,14778,74.82436674
-0.26,15815,74.17095663
-0.25,15432,73.47169551
-0.24,16492,72.78936875
-0.23,17343,72.06017404
-0.22,18114,71.29335231
-0.21,21040,70.49244077
-0.20,17965,69.56215598
-0.19,20378,68.76783249
-0.18,18434,67.86681806
-0.17,18953,67.0517577
-0.16,20456,66.21374973
-0.15,20279,65.30928653
-0.14,20968,64.4126494
-0.13,20555,63.48554809
-0.12,20609,62.5767076
-0.11,20774,61.66547949
-0.10,22289,60.7469559
-0.09,22144,59.7614465
-0.08,22076,58.78234829
-0.07,23893,57.8062567
-0.06,22606,56.74982635
-0.05,27213,55.75030077
-0.04,24998,54.54707643
-0.03,25011,53.44178845
-0.02,28242,52.33592566
-0.01,24589,51.08720403
0.00,26194,50
0.00,309182,45.50322523
0.01,27711,45.1001936
0.02,29311,44.6738914
0.03,28450,44.26011168
0.04,32879,43.78191612
0.05,29147,43.35799916
0.06,29648,42.9267956
0.07,30844,42.4781973
0.08,29600,42.04769186
0.09,29467,41.61912078
0.10,28311,41.20736269
0.11,29096,40.78418748
0.12,30159,40.34555188
0.13,32989,39.86575648
0.14,34502,39.36395584
0.15,30870,38.91497939
0.16,31788,38.45265146
0.17,31417,37.99571938
0.18,30887,37.54649568
0.19,31168,37.09318508
0.20,36022,36.56927742
0.21,34103,36.07327988
0.22,34590,35.57019937
0.23,34465,35.06893687
0.24,37276,34.52679089
0.25,37961,33.97468221
0.26,36372,33.4456841
0.27,37470,32.90071657
0.28,37334,32.35772704
0.29,38031,31.80460027
0.30,50720,31.06692338
0.31,39026,30.49932523
0.32,39919,29.91873919
0.33,38401,29.3602311
0.34,40160,28.77613993
0.35,43374,28.14530402
0.36,45943,27.47710431
0.37,43914,26.83841458
0.38,45502,26.17662882
0.39,47874,25.48034445
0.40,66694,24.51034006
0.41,50667,23.773434
0.42,55219,22.97032319
0.43,55393,22.16468171
0.44,62339,21.25801689
0.45,69081,20.25329573
0.46,70600,19.22648208
0.47,61912,18.32602759
0.48,61937,17.4252095
0.49,113358,15.7765191
0.50,73393,14.70908377
0.51,56835,13.88246969
0.52,55277,13.07851532
0.53,46406,12.40358169
0.54,44286,11.75948156
0.55,49126,11.04498796
0.56,31665,10.58444895
0.57,29490,10.15554336
0.58,25342,9.78696671
0.59,23549,9.444467634
0.60,41694,8.838065815
